1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
2906, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2907, none, terralith:stony_spires, MONSTER, minecraft:spider, 80, 4, 4
2908, none, terralith:stony_spires, MONSTER, minecraft:zombie, 80, 16, 32
2909, none, terralith:stony_spires, MONSTER, minecraft:zombie_villager, 10, 1, 1
2910, none, terralith:stony_spires, MONSTER, minecraft:skeleton, 80, 4, 4
2911, none, terralith:stony_spires, MONSTER, minecraft:creeper, 80, 4, 4
2912, none, terralith:stony_spires, MONSTER, minecraft:slime, 80, 4, 4
2913, none, terralith:stony_spires, MONSTER, minecraft:enderman, 5, 1, 4
2914, none, terralith:stony_spires, MONSTER, minecraft:witch, 5, 1, 1
2915, none, terralith:stony_spires, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2916, none, terralith:stony_spires, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2917, none, terralith:stony_spires, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2918, none, terralith:stony_spires, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2919, none, terralith:stony_spires, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2920, none, terralith:stony_spires, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2921, none, terralith:stony_spires, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2922, none, terralith:stony_spires, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2923, none, terralith:stony_spires, AMBIENT, minecraft:bat, 10, 8, 8
2924, none, terralith:stony_spires, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
2925, none, terralith:stony_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2926, none, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
2927, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 16, 32
2928, none, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
2929, none, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2930, none, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
2931, none, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
2932, none, minecraft:sunflower_plains, MONSTER, minecraft:enderman, 5, 1, 4
2933, none, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
2934, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2935, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2936, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2937, none, minecraft:sunflower_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2938, none, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 8, 8
2939, none, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 8, 8
2940, none, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 8, 8
2941, none, minecraft:sunflower_plains, CREATURE, minecraft:cow, 10, 8, 8
2942, none, minecraft:sunflower_plains, CREATURE, minecraft:horse, 10, 2, 6
2943, none, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 10, 1, 3
2944, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2945, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2946, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2947, none, minecraft:sunflower_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2948, none, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
2949, none, minecraft:sunflower_plains, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
2950, none, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2951, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
2952, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 16, 32
2953, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
2954, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
2955, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
2956, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
2957, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
2958, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
2959, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
2960, swamp, minecraft:swamp, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2961, swamp, minecraft:swamp, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2962, swamp, minecraft:swamp, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2963, swamp, minecraft:swamp, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2964, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
2965, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
2966, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
2967, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
2968, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 2, 5
2969, swamp, minecraft:swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2970, swamp, minecraft:swamp, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2971, swamp, minecraft:swamp, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2972, swamp, minecraft:swamp, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2973, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
2974, swamp, minecraft:swamp, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
2975, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2976, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
2977, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 16, 32
2978, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
2979, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2980, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
2981, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
2982, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
2983, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
2984, taiga, minecraft:taiga, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
2985, taiga, minecraft:taiga, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
2986, taiga, minecraft:taiga, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
2987, taiga, minecraft:taiga, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
2988, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 8, 8
2989, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 8, 8
2990, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 8, 8
2991, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 8, 8
2992, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
2993, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
2994, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
2995, taiga, minecraft:taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 2
2996, taiga, minecraft:taiga, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
2997, taiga, minecraft:taiga, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
2998, taiga, minecraft:taiga, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
2999, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
3000, taiga, minecraft:taiga, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3001, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3002, forest, terralith:temperate_highlands, MONSTER, minecraft:spider, 80, 4, 4
3003, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie, 80, 16, 32
3004, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
3005, forest, terralith:temperate_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
3006, forest, terralith:temperate_highlands, MONSTER, minecraft:creeper, 80, 4, 4
3007, forest, terralith:temperate_highlands, MONSTER, minecraft:slime, 80, 4, 4
3008, forest, terralith:temperate_highlands, MONSTER, minecraft:enderman, 5, 1, 4
3009, forest, terralith:temperate_highlands, MONSTER, minecraft:witch, 5, 1, 1
3010, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3011, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3012, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3013, forest, terralith:temperate_highlands, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3014, forest, terralith:temperate_highlands, CREATURE, minecraft:sheep, 12, 8, 8
3015, forest, terralith:temperate_highlands, CREATURE, minecraft:pig, 10, 8, 8
3016, forest, terralith:temperate_highlands, CREATURE, minecraft:chicken, 10, 8, 8
3017, forest, terralith:temperate_highlands, CREATURE, minecraft:cow, 10, 8, 8
3018, forest, terralith:temperate_highlands, CREATURE, minecraft:horse, 10, 2, 6
3019, forest, terralith:temperate_highlands, CREATURE, minecraft:donkey, 10, 1, 3
3020, forest, terralith:temperate_highlands, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3021, forest, terralith:temperate_highlands, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3022, forest, terralith:temperate_highlands, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3023, forest, terralith:temperate_highlands, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3024, forest, terralith:temperate_highlands, AMBIENT, minecraft:bat, 10, 8, 8
3025, forest, terralith:temperate_highlands, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3026, forest, terralith:temperate_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3027, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
3028, the_end, minecraft:the_end, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3029, the_end, minecraft:the_end, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3030, none, minecraft:the_void, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3031, jungle, terralith:tropical_jungle, MONSTER, minecraft:spider, 80, 4, 4
3032, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie, 80, 16, 32
3033, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
3034, jungle, terralith:tropical_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
3035, jungle, terralith:tropical_jungle, MONSTER, minecraft:creeper, 80, 4, 4
3036, jungle, terralith:tropical_jungle, MONSTER, minecraft:slime, 80, 4, 4
3037, jungle, terralith:tropical_jungle, MONSTER, minecraft:enderman, 5, 1, 4
3038, jungle, terralith:tropical_jungle, MONSTER, minecraft:witch, 5, 1, 1
3039, jungle, terralith:tropical_jungle, MONSTER, minecraft:ocelot, 10, 1, 3
3040, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3041, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3042, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3043, jungle, terralith:tropical_jungle, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3044, jungle, terralith:tropical_jungle, CREATURE, minecraft:sheep, 12, 8, 8
3045, jungle, terralith:tropical_jungle, CREATURE, minecraft:pig, 10, 8, 8
3046, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 8, 8
3047, jungle, terralith:tropical_jungle, CREATURE, minecraft:cow, 10, 8, 8
3048, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 4, 4
3049, jungle, terralith:tropical_jungle, CREATURE, minecraft:parrot, 40, 1, 2
3050, jungle, terralith:tropical_jungle, CREATURE, minecraft:panda, 10, 1, 2
3051, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3052, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3053, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3054, jungle, terralith:tropical_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3055, jungle, terralith:tropical_jungle, AMBIENT, minecraft:bat, 10, 8, 8
3056, jungle, terralith:tropical_jungle, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3057, jungle, terralith:tropical_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3058, jungle, terralith:tropical_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 5, 5
3059, none, terralith:valley_clearing, MONSTER, minecraft:spider, 80, 4, 4
3060, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 80, 16, 32
3061, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
3062, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
3063, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 80, 4, 4
3064, none, terralith:valley_clearing, MONSTER, minecraft:slime, 80, 4, 4
3065, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 5, 1, 4
3066, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
3067, none, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3068, none, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3069, none, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3070, none, terralith:valley_clearing, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3071, none, terralith:valley_clearing, CREATURE, minecraft:sheep, 12, 8, 8
3072, none, terralith:valley_clearing, CREATURE, minecraft:pig, 10, 8, 8
3073, none, terralith:valley_clearing, CREATURE, minecraft:chicken, 10, 8, 8
3074, none, terralith:valley_clearing, CREATURE, minecraft:cow, 10, 8, 8
3075, none, terralith:valley_clearing, CREATURE, minecraft:horse, 10, 2, 6
3076, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 10, 1, 3
3077, none, terralith:valley_clearing, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3078, none, terralith:valley_clearing, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3079, none, terralith:valley_clearing, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3080, none, terralith:valley_clearing, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3081, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
3082, none, terralith:valley_clearing, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3083, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3084, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
3085, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 80, 16, 32
3086, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 10, 1, 1
3087, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
3088, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
3089, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
3090, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
3091, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
3092, none, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3093, none, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3094, none, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3095, none, terralith:volcanic_crater, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3096, none, terralith:volcanic_crater, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3097, none, terralith:volcanic_crater, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3098, none, terralith:volcanic_crater, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3099, none, terralith:volcanic_crater, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3100, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
3101, none, terralith:volcanic_crater, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3102, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3103, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:spider, 80, 4, 4
3104, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie, 80, 16, 32
3105, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
3106, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
3107, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:creeper, 80, 4, 4
3108, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:slime, 80, 4, 4
3109, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:enderman, 5, 1, 4
3110, extreme_hills, terralith:volcanic_peaks, MONSTER, minecraft:witch, 5, 1, 1
3111, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3112, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3113, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3114, extreme_hills, terralith:volcanic_peaks, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3115, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3116, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3117, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3118, extreme_hills, terralith:volcanic_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3119, extreme_hills, terralith:volcanic_peaks, AMBIENT, minecraft:bat, 10, 8, 8
3120, extreme_hills, terralith:volcanic_peaks, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3121, extreme_hills, terralith:volcanic_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3122, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
3123, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
3124, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 16, 32
3125, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
3126, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
3127, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
3128, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
3129, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
3130, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
3131, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3132, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3133, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3134, ocean, minecraft:warm_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3135, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3136, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3137, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3138, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3139, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
3140, ocean, minecraft:warm_ocean, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3141, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3142, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
3143, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
3144, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
3145, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
3146, river, terralith:warm_river, MONSTER, minecraft:spider, 80, 4, 4
3147, river, terralith:warm_river, MONSTER, minecraft:zombie, 80, 16, 32
3148, river, terralith:warm_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
3149, river, terralith:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
3150, river, terralith:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
3151, river, terralith:warm_river, MONSTER, minecraft:slime, 80, 4, 4
3152, river, terralith:warm_river, MONSTER, minecraft:enderman, 5, 1, 4
3153, river, terralith:warm_river, MONSTER, minecraft:witch, 5, 1, 1
3154, river, terralith:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
3155, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3156, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3157, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3158, river, terralith:warm_river, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3159, river, terralith:warm_river, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3160, river, terralith:warm_river, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3161, river, terralith:warm_river, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3162, river, terralith:warm_river, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3163, river, terralith:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
3164, river, terralith:warm_river, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3165, river, terralith:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3166, river, terralith:warm_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
3167, river, terralith:warm_river, WATER_AMBIENT, minecraft:tropical_fish, 10, 1, 5
3168, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
3169, nether, minecraft:warped_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3170, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
3171, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 10, 4, 4
3172, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
3173, nether, minecraft:warped_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3174, none, terralith:warped_mesa, MONSTER, minecraft:spider, 70, 4, 4
3175, none, terralith:warped_mesa, MONSTER, minecraft:zombie, 70, 4, 4
3176, none, terralith:warped_mesa, MONSTER, minecraft:zombie_villager, 10, 1, 1
3177, none, terralith:warped_mesa, MONSTER, minecraft:skeleton, 70, 4, 4
3178, none, terralith:warped_mesa, MONSTER, minecraft:creeper, 70, 4, 4
3179, none, terralith:warped_mesa, MONSTER, minecraft:slime, 80, 4, 4
3180, none, terralith:warped_mesa, MONSTER, minecraft:enderman, 5, 1, 3
3181, none, terralith:warped_mesa, MONSTER, minecraft:witch, 5, 1, 1
3182, none, terralith:warped_mesa, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3183, none, terralith:warped_mesa, MONSTER, mutantmonsters:mutant_enderman, 50, 1, 1
3184, none, terralith:warped_mesa, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3185, none, terralith:warped_mesa, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3186, none, terralith:warped_mesa, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3187, none, terralith:warped_mesa, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3188, none, terralith:warped_mesa, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3189, none, terralith:warped_mesa, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3190, none, terralith:warped_mesa, AMBIENT, minecraft:bat, 10, 8, 8
3191, none, terralith:warped_mesa, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3192, none, terralith:warped_mesa, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3193, forest, terralith:white_cliffs, MONSTER, minecraft:spider, 80, 4, 4
3194, forest, terralith:white_cliffs, MONSTER, minecraft:zombie, 80, 16, 32
3195, forest, terralith:white_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
3196, forest, terralith:white_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
3197, forest, terralith:white_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
3198, forest, terralith:white_cliffs, MONSTER, minecraft:slime, 80, 4, 4
3199, forest, terralith:white_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
3200, forest, terralith:white_cliffs, MONSTER, minecraft:witch, 5, 1, 1
3201, forest, terralith:white_cliffs, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
3202, forest, terralith:white_cliffs, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
3203, forest, terralith:white_cliffs, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
3204, forest, terralith:white_cliffs, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
3205, forest, terralith:white_cliffs, CREATURE, ars_nouveau:drygmy, 10, 1, 2
3206, forest, terralith:white_cliffs, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
3207, forest, terralith:white_cliffs, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
3208, forest, terralith:white_cliffs, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
3209, forest, terralith:white_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
3210, forest, terralith:white_cliffs, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
3211, forest, terralith:white_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3212, none, terralith:white_mesa, MONSTER, minecraft:spider, 80, 4, 4
3213, none, terralith:white_mesa, MONSTER, minecraft:zombie, 80, 16, 32
3214, none, terralith:white_mesa, MONSTER, minecraft:zombie_villager, 10, 1, 1
3215, none, terralith:white_mesa, MONSTER, minecraft:skeleton, 80, 4, 4
3216, none, terralith:white_mesa, MONSTER, minecraft:creeper, 80, 4, 4
3217, none, terralith:white_mesa, MONSTER, minecraft:slime, 80, 4, 4
3218, none, terralith:white_mesa, MONSTER, minecraft:enderman, 5, 1, 4
3219, none, terralith:white_mesa, MONSTER, minecraft:witch, 5, 1, 1
3220, none, terralith:white_mesa, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
